Předmět;Počátečnídatum;Začátek;Koncovédatum;Konec;Celodennízvlátníudálost;Připomenutízapnutočivypnuto;Počátečnídatum;Časpřipomenutí;Organizátorschůzek;Povinníúčastníci;Nepovinníúčastníci;Prostředkyproschůzku;Faktury;Kategorie;Popis;Priorita;Soukromé;Umístění;Utajení;Vzdálenost;Zobrazitčasjako
Vezmi a čti Ž 18;21.10.2014;0:00:00;22.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;21.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 19;22.10.2014;0:00:00;23.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 20–21;23.10.2014;0:00:00;24.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;23.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 22;24.10.2014;0:00:00;25.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 23–24;25.10.2014;0:00:00;26.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 25;27.10.2014;0:00:00;28.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 26;28.10.2014;0:00:00;29.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;28.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 27;01.11.2014;0:00:00;02.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 28–29;03.11.2014;0:00:00;04.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 30;04.11.2014;0:00:00;05.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 31;05.11.2014;0:00:00;06.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;05.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 32;06.11.2014;0:00:00;07.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;06.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 1–2;07.11.2014;0:00:00;08.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;07.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 3–5;08.11.2014;0:00:00;09.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 6–8;10.11.2014;0:00:00;11.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 9–10;11.11.2014;0:00:00;12.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 11–13;12.11.2014;0:00:00;13.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;12.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 14–15;13.11.2014;0:00:00;14.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;13.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 16–18;14.11.2014;0:00:00;15.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;14.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 19–21;15.11.2014;0:00:00;16.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 22–23;17.11.2014;0:00:00;18.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 24–26;18.11.2014;0:00:00;19.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 27–28;19.11.2014;0:00:00;20.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Př 29–31;20.11.2014;0:00:00;21.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 1;21.11.2014;0:00:00;22.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;21.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 2;22.11.2014;0:00:00;23.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 3–4;24.11.2014;0:00:00;25.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 5–6;25.11.2014;0:00:00;26.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 7;26.11.2014;0:00:00;27.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 8;27.11.2014;0:00:00;28.11.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.11.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-11-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 10;01.12.2014;0:00:00;02.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 11;02.12.2014;0:00:00;03.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;02.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 12;03.12.2014;0:00:00;04.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 13–14;04.12.2014;0:00:00;05.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1K 15–16;05.12.2014;0:00:00;06.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;05.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pís 1–2;06.12.2014;0:00:00;07.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;06.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pís 3–4;08.12.2014;0:00:00;09.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pís 5–6;09.12.2014;0:00:00;10.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;09.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pís 7–8;10.12.2014;0:00:00;11.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 1–2,11;11.12.2014;0:00:00;12.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 2,12–4;12.12.2014;0:00:00;13.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;12.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 5;13.12.2014;0:00:00;14.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;13.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 6–7;15.12.2014;0:00:00;16.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 8–9;16.12.2014;0:00:00;17.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;16.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 10;17.12.2014;0:00:00;18.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 11;18.12.2014;0:00:00;19.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2K 12–13;19.12.2014;0:00:00;20.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 33;20.12.2014;0:00:00;21.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 34;22.12.2014;0:00:00;23.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 35;23.12.2014;0:00:00;24.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;23.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 36;24.12.2014;0:00:00;25.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 37;25.12.2014;0:00:00;26.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 38;26.12.2014;0:00:00;27.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 39;27.12.2014;0:00:00;28.12.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.12.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-12-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 40;01.01.2015;0:00:00;02.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 41;02.01.2015;0:00:00;03.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 42;03.01.2015;0:00:00;04.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 43;05.01.2015;0:00:00;06.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 44;06.01.2015;0:00:00;07.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 45;07.01.2015;0:00:00;08.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 46–47;08.01.2015;0:00:00;09.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 48;09.01.2015;0:00:00;10.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 49;10.01.2015;0:00:00;11.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 50;12.01.2015;0:00:00;13.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 51;13.01.2015;0:00:00;14.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 52–53;14.01.2015;0:00:00;15.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 54–55;15.01.2015;0:00:00;16.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 56–57;16.01.2015;0:00:00;17.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti  Ž 58;17.01.2015;0:00:00;18.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 1–3;19.01.2015;0:00:00;20.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 4–6;20.01.2015;0:00:00;21.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 7–9;21.01.2015;0:00:00;22.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 10–11;22.01.2015;0:00:00;23.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 12–13;23.01.2015;0:00:00;24.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 14–15;24.01.2015;0:00:00;25.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 16–17;26.01.2015;0:00:00;27.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mdr 18–19;27.01.2015;0:00:00;28.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 1–2;28.01.2015;0:00:00;29.01.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.01.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-01-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 3–4;02.02.2015;0:00:00;03.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 5–7;03.02.2015;0:00:00;04.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 8–10;04.02.2015;0:00:00;05.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 11–12;05.02.2015;0:00:00;06.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 13–14;06.02.2015;0:00:00;07.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 15–17;07.02.2015;0:00:00;08.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 18–19;09.02.2015;0:00:00;10.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 20–21;10.02.2015;0:00:00;11.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 22–23;11.02.2015;0:00:00;12.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 24–25;12.02.2015;0:00:00;13.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 26–28;13.02.2015;0:00:00;14.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 29–31;14.02.2015;0:00:00;15.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 32–34;16.02.2015;0:00:00;17.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 35–37;17.02.2015;0:00:00;18.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 38–39;18.02.2015;0:00:00;19.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 40–41,15;19.02.2015;0:00:00;20.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 41,16–43;20.02.2015;0:00:00;21.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 44–45;21.02.2015;0:00:00;22.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 46–47;23.02.2015;0:00:00;24.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 48–50;24.02.2015;0:00:00;25.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sir 51;25.02.2015;0:00:00;26.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Kaz 1–2;26.02.2015;0:00:00;27.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Kaz 3–5;27.02.2015;0:00:00;28.02.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Kaz 6–8;28.02.2015;0:00:00;01.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.02.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-02-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Kaz 9–12;02.03.2015;0:00:00;03.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-02;Střední;NEPRAVDA;;Normální;;3
